Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Cpu_Value,Cpu_Generation,Memory_Type,Gpu_Category
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 980m,Windows 10,3.78kg,38440201.852800004,1,2,0,Card rời
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.88kg,34798397.318784,1,2,1,Card onboard
Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512gb ssd,intel hd graphics 520,Windows 10,2.8kg,39097162.368,1,2,1,Card onboard
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.4kg,18311572.60416,1,2,0,Card rời
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.48kg,26102162.9088,1,1,1,Card onboard
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256gb ssd,nvidia quadro m1000m,Windows 7,2.59kg,35716219.2288,1,2,1,Card rời
HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.48kg,28826145.5328,1,2,1,Card onboard
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256gb ssd,nvidia quadro m1000m,Windows 7,2.0kg,30428488.252800003,1,2,1,Card rời
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.26kg,36805011.10704,1,2,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,nvidia geforce 940mx,Windows 10,2.18kg,16182059.12928,1,2,1,Card rời
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.88kg,25300991.5488,1,1,1,Card onboard
Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.27kg,37478796.2208,1,2,1,Card onboard
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1tb hdd,intel hd graphics 520,No OS,1.9kg,5431941.8208,1,3,2,Card onboard
HP,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4GB,500gb hdd,amd radeon r2 graphics,Windows 10,1.86kg,4758957.8784,2,other,2,Khác
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1tb hdd,amd radeon r5 m330,No OS,2.32kg,9598032.892800001,1,1,2,Khác
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1tb hdd,nvidia geforce gtx 1050ti,Windows 10,2.62kg,19212089.2128,1,2,2,Card rời
Dell,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8GB,256gb ssd,nvidia geforce 960m,Windows 10,2.04kg,36063607.130496,1,1,1,Card rời
HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4GB,256gb ssd,amd radeon 520,Windows 10,1.91kg,7673459.051808001,2,other,1,Khác
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,Windows 10,2.7kg,23919772.124160003,1,2,0,Card rời
Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,512gb ssd,intel hd graphics 520,Windows 7,1.4kg,36837859.1328,1,2,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1.0tb hybrid,amd radeon r5 m330,Windows 10,2.5kg,12634312.112928,1,1,0,Khác
HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,512gb ssd,intel hd graphics 520,Windows 10,1.48kg,32703814.9152,1,2,1,Card onboard
Lenovo,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.7kg,24019117.3728,1,2,1,Card onboard
MSI,Gaming,14,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 970m,Windows 10,1.7kg,28345442.716800004,1,2,0,Card rời
HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1tb hdd,nvidia geforce gtx 1050,Windows 10,2.62kg,14405061.052800002,1,2,2,Card rời
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8GB,1tb hdd,intel hd graphics 520,Windows 10,2.2kg,7354753.0848,1,3,2,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,No OS,2.1kg,7643014.540128,1,1,2,Card onboard
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,Windows 10,2.62kg,24003093.945600003,1,2,0,Card rời
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.95kg,22272563.808,1,1,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1tb hdd,nvidia geforce 920mx,Windows 10,2.2kg,7498963.9296,1,3,2,Card rời
HP,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32gb flash storage,intel hd graphics 400,Windows 10,1.44kg,3989833.3728,1,other,0,Card onboard
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,nvidia geforce gtx 1050,Windows 10,2.2kg,13443655.4208,1,2,2,Card rời
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.96kg,10879907.0688,1,2,1,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512gb ssd,intel uhd graphics 620,Windows 10,2.1kg,18571152.1248,1,2,1,Card onboard
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500gb hdd,intel hd graphics,Windows 10,2.2kg,5912644.6368,1,other,2,Card onboard
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,No OS,2.1kg,6377324.025599999,1,1,2,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,nvidia geforce 940mx,No OS,2.2kg,11360609.8848,1,2,2,Card rời
Asus,Notebook,14,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,2kg,12322015.5168,1,3,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,1.0tb hybrid,intel hd graphics 520,Windows 7,2.32kg,13219327.44,1,2,0,Card onboard
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512gb ssd,nvidia geforce gtx 960,Windows 10,3.31kg,20910572.496,1,2,1,Card rời
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 970m,Windows 10,1.91kg,34504367.429664,1,2,0,Card rời
HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,2.07kg,10415227.68,1,3,2,Card onboard
Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.36kg,26230350.3264,1,1,1,Card onboard
Lenovo,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256gb ssd,nvidia geforce 920m,Windows 10,1.54kg,13315468.0032,1,2,1,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,nvidia geforce gt 940mx,Linux,1.98kg,14341127.578272,1,2,1,Card rời
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,500gb hdd,intel hd graphics 500,Windows 10,2.1kg,5335801.257600001,1,other,2,Card onboard
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6GB,1tb hdd,nvidia geforce gtx 960m,Windows 10,2.18kg,12802718.3328,1,2,2,Card rời
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256gb ssd +  1tb hdd,nvidia geforce gtx 960m,Windows 10,2.591kg,14565295.3248,1,2,0,Card rời
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,2.09kg,18891620.6688,1,2,1,Card onboard
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256gb ssd,nvidia geforce 940mx,Windows 10,2.23kg,11072188.195200002,1,1,1,Card rời
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8GB,256gb ssd,intel hd graphics 520,Linux,1.23kg,17609746.4928,1,1,1,Card onboard
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,4.2kg,41644887.2928,1,2,0,Card rời
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1tb hdd,nvidia geforce gtx 1050,Windows 10,2.4kg,13123186.8768,1,1,2,Card rời
Samsung,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32gb flash storage,arm mali t860 mp4,Chrome OS,1.15kg,10559438.524799999,0,other,0,Khác
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,1.86kg,7771362.192,1,1,2,Card onboard
Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256gb flash storage,intel hd graphics 5300,Mac OS X,0.920kg,18635245.8336,1,other,0,Card onboard
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.6kg,19212089.2128,1,1,1,Card onboard
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.21kg,21263087.8944,1,2,0,Card rời
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1tb hdd,amd radeon r5 m430,No OS,1.9kg,5896621.209600001,1,3,2,Khác
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512gb ssd +  1tb hdd,nvidia geforce gtx 980m,Windows 10,4.3kg,34450368.480000004,1,2,0,Card rời
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,1tb hdd,intel hd graphics 500,Linux,2.1kg,4358372.1984,1,other,2,Card onboard
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.43kg,32830399.990080003,1,2,0,Card rời
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128gb ssd,amd radeon r7 m440,Windows 10,2.3kg,7995690.172800001,1,3,1,Khác
Lenovo,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500gb hdd,nvidia geforce 920mx,No OS,2.2kg,10078735.708800001,1,2,2,Card rời
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,1.2kg,42942784.896,1,2,1,Card onboard
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1tb hdd,nvidia geforce gtx 1060,Windows 10,2.2kg,18731386.3968,1,2,2,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,amd radeon r7 m445,Windows 10,2.36kg,14244826.7808,1,1,1,Khác
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.91kg,9277564.3488,1,1,1,Card onboard
Lenovo,Notebook,15.6,1366x768,AMD E-Series 9000 2.2GHz,4GB,500gb hdd,amd radeon r2 graphics,Windows 10,2.2kg,4791004.7328,2,other,2,Khác
Acer,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8GB,1tb hdd,nvidia geforce 940mx,Windows 10,3.3kg,10078735.708800001,1,3,2,Card rời
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,2.2kg,39241373.2128,1,2,0,Card rời
Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,512gb flash storage,intel hd graphics 515,Mac OS X,0.920kg,20493963.3888,1,other,0,Card onboard
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.2kg,28024974.1728,1,2,0,Card rời
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.43kg,31229499.378528003,1,2,0,Card rời
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,2.191kg,16007403.7728,1,1,1,Card onboard
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.9kg,31229659.612800002,1,2,0,Card rời
Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2GB,32gb ssd,intel hd graphics,Chrome OS,1.3kg,2788076.3328,1,other,1,Card onboard
Acer,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,1tb hdd,nvidia geforce 940mx,Windows 10,3.3kg,9582009.4656,1,3,2,Card rời
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,intel hd graphics 620,No OS,2.8kg,8636627.2608,1,1,2,Card onboard
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 960<u+039c>,Windows 10,2.6kg,20381799.3984,1,2,0,Card rời
Acer,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8GB,256gb ssd,intel hd graphics 615,Windows 10,1.2kg,18410917.8528,1,2,1,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,2.3kg,24499820.1888,1,2,1,Card onboard
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.2kg,23652341.124192,1,2,0,Card rời
HP,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6GB,1tb hdd,amd radeon 530,Windows 10,2.1kg,8476392.9888,2,other,2,Khác
Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.26kg,27454059.461664002,1,1,1,Card onboard
Dell,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.08kg,8155924.444800001,1,3,2,Card onboard
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1tb hdd,intel hd graphics 405,Windows 10,2.65kg,4951239.0048,1,other,2,Card onboard
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.29kg,23666601.9744,1,2,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1tb hdd,intel hd graphics 520,Linux,2.18kg,8361985.718592,1,1,2,Card onboard
Lenovo,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,Windows 10,2.6kg,16488106.588800002,1,2,0,Card rời
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.2kg,18410917.8528,1,2,0,Card rời
Lenovo,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16GB,512gb ssd,intel hd graphics 520,Windows 10,1.3kg,26438654.88,1,2,1,Card onboard
Razer,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1tb ssd,nvidia geforce gtx 1060,Windows 10,1.95kg,28826145.5328,1,2,1,Card rời
Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8GB,1tb hdd,intel hd graphics 620,Windows 10,2.3kg,7515147.591072001,1,3,2,Card onboard
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.7kg,25605436.6656,1,2,0,Card rời
Apple,Ultrabook,11.6,1366x768,Intel Core i5 1.6GHz,4GB,256gb flash storage,intel hd graphics 6000,Mac OS X,1.08kg,15366466.684799999,1,1,0,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1tb hdd,intel hd graphics 520,Windows 10,2.1kg,7659198.2016,1,3,2,Card onboard
HP,Ultrabook,14,2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.54kg,35222537.436768,1,2,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 7,2.24kg,11809265.8464,1,1,2,Card onboard
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,Windows 10,2.3kg,18731386.3968,1,2,0,Card rời
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,1.4kg,24019117.3728,1,2,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,256gb ssd,amd radeon 530,Windows 10,2.2kg,9575119.391904,2,other,1,Khác
Asus,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.45kg,20509986.816,1,2,1,Card onboard
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,500gb hdd,intel hd graphics 520,Linux,2.4kg,5797275.960960001,1,3,2,Card onboard
Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,nvidia geforce 940mx,Windows 10,2.77kg,28826145.5328,1,2,1,Card rời
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256gb ssd,intel hd graphics 520,Windows 7,1.54kg,17625609.685728,1,1,1,Card onboard
Dell,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,1.6kg,14020498.8,1,1,2,Card onboard
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,2.34kg,37254468.24,1,2,0,Card rời
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,No OS,2.3kg,9181423.7856,1,1,1,Card onboard
Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8GB,256gb ssd,intel hd graphics 615,Windows 10,1.24kg,29050473.5136,1,1,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500gb hdd,intel hd graphics,Linux,2.2kg,5191590.4128,1,other,2,Card onboard
HP,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4GB,500gb hdd,amd radeon r4 graphics,Windows 10,1.86kg,6393347.4528,2,other,2,Khác
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6GB,128gb ssd,nvidia geforce 920mx,Windows 10,2.4kg,9117330.0768,1,3,1,Card rời
Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.9kg,17177113.9584,1,1,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4GB,500gb hdd,intel hd graphics,Windows 10,2.2kg,7114241.442528,1,other,2,Card onboard
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1tb hdd,intel hd graphics 500,Windows 10,2kg,5431941.8208,1,other,2,Card onboard
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 970m,Windows 10,4.0kg,30444511.68,1,2,0,Card rời
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,2.29kg,7851479.328000001,1,3,2,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1.0tb hybrid,amd radeon r5 m330,Windows 7,2.32kg,14340967.344,1,2,0,Khác
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,Windows 10,2.4kg,19692792.028800003,1,2,0,Card rời
Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,1.8kg,13347675.091872,1,1,1,Card onboard
Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512gb ssd,intel hd graphics 515,Windows 10,1.2kg,11681078.428800002,1,other,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6GB,1tb hdd,intel hd graphics 620,Windows 10,2.3kg,7354753.0848,1,3,2,Card onboard
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500gb hdd,intel hd graphics 400,Linux,2.4kg,4630770.4608000005,1,other,2,Card onboard
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500gb hdd,intel hd graphics,Windows 10,2.20kg,6072878.9088,1,other,2,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1tb hdd,nvidia geforce gtx 960m,Windows 10,2.6kg,14405061.052800002,1,2,2,Card rời
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6GB,1.0tb hybrid,amd radeon r7 m440,Windows 10,2.04kg,8812724.725728,2,other,0,Khác
Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,amd radeon r5 m430,Linux,2.3kg,12914722.088928001,1,2,2,Khác
HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32gb flash storage,intel hd graphics 400,Windows 10,1.17kg,3348896.2848,1,other,0,Card onboard
Asus,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500gb hdd,nvidia geforce 920m,Windows 10,2.2kg,11541995.080704,1,2,2,Card rời
Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,1.8kg,10222946.5536,1,2,1,Card onboard
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16GB,512gb ssd,intel hd graphics 520,Windows 10,1.3kg,24019117.3728,1,2,1,Card onboard
Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,64gb flash storage,intel hd graphics,Windows 10,1.5kg,3669364.8288000003,1,other,0,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6GB,1tb hdd,amd radeon r5 m330,Windows 10,2.19kg,12241898.3808,1,2,2,Khác
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500gb hdd,intel hd graphics,Windows 10,2.2kg,5912644.6368,1,other,2,Card onboard
Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512gb ssd,intel hd graphics 515,Windows 10,1.2kg,11681078.428800002,1,other,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6GB,1tb hdd,intel hd graphics 620,Windows 10,2.3kg,7354753.0848,1,3,2,Card onboard
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500gb hdd,intel hd graphics 400,Linux,2.4kg,4630770.4608000005,1,other,2,Card onboard
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500gb hdd,intel hd graphics,Windows 10,2.20kg,6072878.9088,1,other,2,Card onboard
